Time,Latitude,Longitude,Range,CorrectedRange,LLH,CorrectedLLH,OrthometricHeight
656799622.4683733,52.407281999999995,13.649621,810616.1676,810613.7027,70.8875,70.9261,31.1203
656799622.5178192,52.410131,13.648237,810616.4762,810614.0113,71.1938,71.2324,31.4343
656799622.5672779,52.412980999999995,13.646853,810616.9510,810614.4862,71.3339,71.3725,31.5821
656799622.616724,52.415828999999995,13.645468,810619.2026,810616.7378,69.6972,69.7358,29.9530
656799622.6661694,52.418678,13.644084,810622.3584,810619.8937,67.1562,67.1948,27.4198
656799622.7156277,52.421527,13.642698999999999,810624.3763,810621.9117,65.7532,65.7918,26.0245
659132419.2995195,52.406521999999995,13.659111,810385.5632,810383.1780,71.9010,71.9248,32.1280
659132419.3489528,52.409369999999996,13.657727999999999,810386.0817,810383.6965,72.0003,72.0241,32.2350
659132419.398386,52.412219,13.656345,810390.0540,810387.6688,68.6458,68.6696,28.8881
659132419.4478321,52.415068,13.654961,810383.6661,810381.2809,75.6516,75.6754,35.9016
659132419.4972651,52.417916,13.653576999999999,810384.0961,810381.7109,75.8394,75.8632,36.0970
659132419.5466979,52.420764,13.652192999999999,810394.2279,810391.8427,66.3254,66.3493,26.5907
661465215.4312646,52.405193999999995,13.645403,810399.7795,810397.3549,71.6327,71.5830,31.7653
661465215.48071,52.408041999999995,13.644017999999999,810399.8811,810397.4564,72.1629,72.1132,32.3032
661465215.5301428,52.410889999999995,13.642633,810401.1128,810398.6881,71.5627,71.5130,31.7108
661465215.5795884,52.413739,13.641248,810402.9583,810400.5335,70.3490,70.2993,30.5048
663798022.0442398,52.404481,13.641720999999999,810677.1538,810674.8308,71.9547,71.7974,31.9730
663798022.0937109,52.407331,13.640336,810677.8788,810675.5558,71.8642,71.7070,31.8903
666130824.0279129,52.405598999999995,13.647103999999999,810767.9103,810765.5810,71.1728,70.9680,31.1539
666130824.0773711,52.408449,13.645719999999999,810768.6106,810766.2813,71.0918,70.8871,31.0806
666130824.1268427,52.411299,13.644335,810768.8805,810766.5511,71.4415,71.2368,31.4379
666130824.1763141,52.414148999999995,13.642949999999999,810768.3305,810766.0010,72.6111,72.4064,32.6152
666130824.2257857,52.416999,13.641563999999999,810771.8320,810769.5024,69.7292,69.5245,29.7409
666130824.2752445,52.419847999999995,13.640179,810770.5935,810768.2638,71.5871,71.3824,31.6064
668463621.3352845,52.408181,13.659851999999999,810496.8924,810494.5144,72.1295,71.9681,32.1777
668463621.3847432,52.41103,13.658468,810501.0182,810498.6402,68.6138,68.4525,28.6697
668463621.4341893,52.413878999999994,13.657084999999999,810494.7300,810492.3519,75.5120,75.3506,35.5755
668463621.4836354,52.416728,13.655700999999999,810494.8111,810492.4330,76.0408,75.8795,36.1120
668463621.5330689,52.419576,13.654316999999999,810505.4740,810503.0958,65.9878,65.8264,26.0665
668463621.5825148,52.422425,13.652932999999999,810502.5756,810500.1974,69.4961,69.3348,29.5825
670796424.1885331,52.403788,13.647618,810291.1789,810288.8013,71.5632,71.5054,31.6858
670796424.2379537,52.406634999999994,13.646234,810291.2278,810288.8501,72.1353,72.0774,32.2655
670796424.2873867,52.409482999999994,13.64485,810291.9992,810289.6215,71.9850,71.9272,32.1230
670796424.3368199,52.412330999999995,13.643464999999999,810291.1529,810288.7751,73.4525,73.3947,33.5981
